"m49code","Year","total_mig","top_ordered","mig_perc"
674,2010,"4399","Italy, Romania, Argentina","14.14014786"
674,2015,"5174","Italy, Romania, Argentina","15.69781553"
674,2017,"5243","Italy, Romania, Argentina","15.69760479"
796,1990,"5062","Haiti, Bahamas, Dominican.Republic","43.81925208"
796,1995,"7039","Haiti, Bahamas, Dominican.Republic","45.91051396"
796,2000,"9015","Haiti, Dominican.Republic, Bahamas","47.76665077"
796,2005,"13115","Haiti, Dominican.Republic, Canada","49.58787054"
796,2010,"17216","Haiti, Dominican.Republic, Canada","55.54623476"
796,2015,"22719","Haiti, Dominican.Republic, Canada","66.1609249"
796,2017,"24534","Haiti, Dominican.Republic, Canada","69.21514416"
732,1990,"2688","Senegal, Guinea, Mauritania","1.237238675"
732,1995,"2989","Senegal, Guinea, Mauritania","1.169249787"
732,2000,"3289","Senegal, Guinea, Mauritania","1.047058749"
732,2005,"3891","Senegal, Guinea, Mauritania","0.889340937"
732,2010,"4493","Senegal, Guinea, Mauritania","0.935507648"
732,2015,"5179","Senegal, Guinea, Mauritania","0.984196604"
732,2017,"5384","Senegal, Guinea, Mauritania","0.974253929"
688,1990,"99269","Bosnia.and.Herzegovina, Croatia, Montenegro","1.04299643"
688,1995,"630221","Bosnia.and.Herzegovina, Croatia, Montenegro","6.376078786"
688,2000,"856763","Bosnia.and.Herzegovina, Croatia, Montenegro","9.030330594"
688,2005,"845120","Bosnia.and.Herzegovina, Croatia, Montenegro","9.171147954"
688,2010,"826066","Bosnia.and.Herzegovina, Croatia, Montenegro","9.14830544"
688,2015,"807441","Bosnia.and.Herzegovina, Croatia, Montenegro","9.122307734"
688,2017,"801903","Bosnia.and.Herzegovina, Croatia, Montenegro","9.122305324"
336,1990,"768","Afghanistan, Albania, Algeria","100"
336,1995,"780","Afghanistan, Albania, Algeria","100"
336,2000,"785","Afghanistan, Albania, Algeria","100"
336,2005,"798","Afghanistan, Albania, Algeria","100"
336,2010,"794","Afghanistan, Albania, Algeria","100"
336,2015,"803","Afghanistan, Albania, Algeria","100"
336,2017,"792","Afghanistan, Albania, Algeria","100"
744,NA,NA,NA,NA
663,NA,NA,NA,NA
652,NA,NA,NA,NA
831,NA,NA,NA,NA
832,NA,NA,NA,NA
239,NA,NA,NA,NA
158,NA,NA,NA,NA
