"m49code","Year","total_mig","top_ordered","mig_perc"
440,1995,"273587","Belarus, Ukraine, Latvia","7.543893705"
440,2000,"214311","Belarus, Ukraine, Latvia","6.119962819"
440,2005,"201209","Belarus, Ukraine, Latvia","6.016562149"
440,2010,"160772","Belarus, Ukraine, Latvia","5.146675383"
440,2015,"136021","Belarus, Ukraine, Latvia","4.639305358"
440,2017,"124706","Belarus, Ukraine, Latvia","4.314643097"
430,1990,"94964","Guinea, Ghana, Sierra.Leone","4.528063657"
430,1995,"208563","Sierra.Leone, Guinea, Ghana","10.05858744"
430,2000,"151868","Sierra.Leone, Guinea, Ghana","5.264927777"
430,2005,"87188","Sierra.Leone, Guinea, Ghana","2.673469826"
430,2010,"99129","Guinea, Sierra.Leone, Ghana","2.510786766"
430,2015,"113779","Guinea, Sierra.Leone, Ghana","2.528635189"
430,2017,"98630","Guinea, Sierra.Leone, Ghana","2.084360932"
703,1990,"41295","Hungary, Ukraine, Poland","0.780852022"
703,1995,"69323","Hungary, Ukraine, Romania","1.289617466"
703,2000,"116376","Hungary, Ukraine, Romania","2.155426043"
703,2005,"130491","Hungary, Ukraine, Romania","2.416964147"
703,2010,"146319","Hungary, Ukraine, Romania","2.70745818"
703,2015,"177624","Hungary, Ukraine, Romania","3.265556454"
703,2017,"184642","Hungary, Ukraine, Romania","3.389380619"
438,1990,"10906","Switzerland, Austria, Germany","37.93787178"
438,1995,"13311","Switzerland, Austria, Germany","43.17127753"
438,2000,"15483","Switzerland, Austria, Germany","46.51505137"
438,2005,"18898","Switzerland, Austria, Germany","54.22357397"
438,2010,"22342","Switzerland, Austria, Germany","62.05593978"
438,2015,"23799","Switzerland, Austria, Germany","63.62858594"
438,2017,"24683","Switzerland, Austria, Germany","65.08886662"
434,1990,"457075","Sudan, Germany, Syrian.Arab.Republic","10.30222954"
434,1995,"508041","Somalia, Iraq, Sudan","10.26594741"
434,2000,"567436","Somalia, Iraq, Saudi.Arabia","10.59489136"
434,2005,"625212","Somalia, Iraq, Saudi.Arabia","10.79312402"
434,2010,"683998","Somalia, Iraq, Saudi.Arabia","11.08741251"
434,2015,"771146","Somalia, Iraq, Saudi.Arabia","12.36810851"
434,2017,"788419","Somalia, Iraq, Saudi.Arabia","12.36810186"
450,1990,"23917","Comoros, France, China","0.206205335"
450,1995,"21177","Comoros, France, China","0.157153034"
450,2000,"23541","Comoros, France, China","0.149307349"
450,2005,"26058","Comoros, France, China","0.142108263"
450,2010,"28905","Comoros, France, China","0.13665607"
450,2015,"32075","Comoros, France, China","0.132354888"
450,2017,"33844","Comoros, France, China","0.1323536"
474,1990,"38705","France, Guadeloupe, Haiti","10.79790988"
474,1995,"46599","France, Guadeloupe, Saint.Lucia","12.63763384"
474,2000,"54492","France, Guadeloupe, Saint.Lucia","14.08047462"
474,2005,"57034","France, Guadeloupe, Saint.Lucia","14.36454626"
474,2010,"59575","France, Guadeloupe, Saint.Lucia","15.08571573"
474,2015,"61731","France, Guadeloupe, Saint.Lucia","15.99903587"
474,2017,"61579","France, Guadeloupe, Saint.Lucia","15.99886723"
496,1990,"6718","China, Kazakhstan, Japan","0.307580312"
496,1995,"7424","China, Kazakhstan, Japan","0.323058051"
496,2000,"8206","China, Kazakhstan, Japan","0.342282338"
496,2005,"11475","China, Kazakhstan, Japan","0.45419534"
496,2010,"16061","China, Japan, Viet.Nam","0.592077857"
496,2015,"17620","China, Japan, Viet.Nam","0.591895466"
496,2017,"18204","China, Japan, Viet.Nam","0.591875466"
500,1990,"2013","Dominica, Guyana, Saint.Kitts.and.Nevis","18.76048462"
500,1995,"1612","Dominica, Guyana, Saint.Kitts.and.Nevis","15.75295612"
500,2000,"1211","Dominica, Guyana, Saint.Kitts.and.Nevis","24.43995964"
500,2005,"1244","Dominica, Guyana, Saint.Kitts.and.Nevis","26.03599833"
500,2010,"1277","Dominica, Guyana, Saint.Kitts.and.Nevis","25.82928803"
500,2015,"1351","Dominica, Guyana, Saint.Kitts.and.Nevis","26.36612022"
500,2017,"1364","Dominica, Guyana, Saint.Kitts.and.Nevis","26.34730539"
807,1990,"95142","Albania, Serbia, Turkey","4.766088844"
807,1995,"109343","Albania, Serbia, Turkey","5.513318529"
807,2000,"125665","Albania, Turkey, Serbia","6.175733566"
807,2005,"127667","Albania, Turkey, Serbia","6.196608991"
807,2010,"129701","Albania, Turkey, Serbia","6.263512688"
807,2015,"130730","Albania, Turkey, Serbia","6.287187853"
807,2017,"130972","Albania, Turkey, Serbia","6.287179093"
466,1990,"160736","Burkina.Faso, Guinea, Mauritania","1.898788308"
466,1995,"176187","Mauritania, Burkina.Faso, Guinea","1.834430915"
466,2000,"189475","Burkina.Faso, Guinea, Mauritania","1.727574357"
466,2005,"256797","Burkina.Faso, Gabon, Guinea","2.006420464"
466,2010,"336607","Gabon, Congo, Burkina.Faso","2.232869665"
466,2015,"365145","Gabon, Congo, Burkina.Faso","2.090376608"
466,2017,"383721","Gabon, Congo, Burkina.Faso","2.069471545"
504,1990,"54895","France, Algeria, Spain","0.22064673"
504,1995,"50360","France, Algeria, Spain","0.186000253"
504,2000,"53034","France, Algeria, Spain","0.183829105"
504,2005,"54379","France, Algeria, Spain","0.178168721"
504,2010,"70909","France, Algeria, Spain","0.218789848"
504,2015,"92424","France, Algeria, Spain","0.265560857"
504,2017,"95835","France, Algeria, Spain","0.268148087"
480,1990,"3613","France, United.Kingdom, India","0.342182924"
480,1995,"7493","China, India, France","0.66387696"
480,2000,"15543","China, India, France","1.311485093"
480,2005,"19647","India, China, Bangladesh","1.607770194"
480,2010,"24836","India, Bangladesh, China","1.990135862"
480,2015,"28585","India, Bangladesh, China","2.269630698"
480,2017,"28713","India, Bangladesh, China","2.269554784"
478,1990,"111650","Senegal, Mali, Guinea","5.499620716"
478,1995,"89562","Mali, Senegal, Guinea","3.848694176"
478,2000,"57366","Senegal, Mali, Guinea","2.117327383"
478,2005,"58119","Senegal, Mali, Guinea","1.856410027"
478,2010,"84679","Senegal, Mali, Guinea","2.345975654"
478,2015,"166552","Mali, Western.Sahara, Senegal","3.982267347"
478,2017,"168438","Mali, Western.Sahara, Senegal","3.810655846"
470,1990,"15077","United.Kingdom, Australia, Canada","4.137134327"
470,1995,"17740","United.Kingdom, Australia, Canada","4.664677036"
470,2000,"21521","United.Kingdom, Australia, Canada","5.425443948"
470,2005,"24560","United.Kingdom, Australia, Canada","6.037557739"
470,2010,"33008","United.Kingdom, Australia, Canada","7.932517844"
470,2015,"42430","United.Kingdom, Australia, Canada","9.92245379"
470,2017,"45539","United.Kingdom, Australia, Canada","10.56993977"
512,1990,"304000","India, Bangladesh, Pakistan","16.77556066"
512,1995,"539643","India, Bangladesh, Pakistan","24.48156611"
512,2000,"623608","India, Bangladesh, Pakistan","27.49605267"
512,2005,"666160","India, Bangladesh, Pakistan","26.52682767"
512,2010,"816221","India, Bangladesh, Pakistan","26.83648642"
512,2015,"1814591","India, Bangladesh, Pakistan","43.2065022"
512,2017,"2073292","India, Bangladesh, Pakistan","44.71904306"
462,1990,"8689","Sri.Lanka, Bangladesh, India","3.892659543"
462,1995,"18510","India, Sri.Lanka, Bangladesh","7.285049708"
462,2000,"27092","India, Sri.Lanka, Bangladesh","9.662462908"
462,2005,"45045","Bangladesh, India, Sri.Lanka","14.12795293"
462,2010,"54659","Bangladesh, India, Sri.Lanka","14.9951579"
462,2015,"64273","Bangladesh, India, Sri.Lanka","15.36150553"
462,2017,"67026","Bangladesh, India, Sri.Lanka","15.3613091"
484,1990,"695674","El.Salvador, Guatemala, Panama","0.815008584"
484,1995,"458549","Guatemala, Spain, Panama","0.487581665"
484,2000,"538051","Guatemala, Spain, Cuba","0.528954709"
484,2005,"712487","Guatemala, Spain, Argentina","0.656838172"
484,2010,"969538","Guatemala, Spain, Argentina","0.826412165"
484,2015,"1193155","Guatemala, Spain, Colombia","0.947768691"
484,2017,"1224169","Guatemala, Spain, Colombia","0.947768621"
458,1990,"695920","Indonesia, Philippines, China","3.858008736"
458,1995,"937368","Indonesia, Philippines, China","4.57350913"
458,2000,"1277223","Indonesia, Philippines, India","5.508688838"
458,2005,"1722344","Indonesia, Bangladesh, Nepal","6.712333374"
458,2010,"2406011","Indonesia, Bangladesh, Nepal","8.558573797"
458,2015,"2650617","Indonesia, Bangladesh, Nepal","8.627424495"
458,2017,"2703629","Indonesia, Bangladesh, Nepal","8.54922347"
508,1990,"122332","South.Africa, Portugal, Lesotho","0.923424224"
508,1995,"168256","South.Africa, Malawi, Portugal","1.067673017"
508,2000,"195702","Malawi, South.Africa, Portugal","1.08316023"
508,2005,"204830","Malawi, South.Africa, Lesotho","0.978967236"
508,2010,"214612","Malawi, South.Africa, Lesotho","0.886042738"
508,2015,"238930","Malawi, South.Africa, Lesotho","0.852995737"
508,2017,"246954","Malawi, South.Africa, Lesotho","0.832368404"
454,1990,"1127724","Mozambique, Zambia, United.Republic.of.Tanzania","11.94932627"
454,1995,"241624","Mozambique, Zambia, United.Republic.of.Tanzania","2.438408055"
454,2000,"232620","Mozambique, Zambia, United.Republic.of.Tanzania","2.044800307"
454,2005,"221661","Mozambique, Zambia, United.Republic.of.Tanzania","1.699891968"
454,2010,"217722","Mozambique, Zambia, United.Republic.of.Tanzania","1.43548913"
454,2015,"232803","Mozambique, Zambia, Congo","1.324730888"
454,2017,"237104","Mozambique, Zambia, Congo","1.273239587"
540,1990,"37673","France, Wallis.and.Futuna.Islands, Vanuatu","22.18838898"
540,1995,"43662","France, Wallis.and.Futuna.Islands, Vanuatu","22.8918063"
540,2000,"49651","France, Wallis.and.Futuna.Islands, Vanuatu","23.32445472"
540,2005,"55405","France, Wallis.and.Futuna.Islands, Vanuatu","23.81105868"
540,2010,"61158","France, Wallis.and.Futuna.Islands, Vanuatu","24.36214582"
540,2015,"64290","France, Wallis.and.Futuna.Islands, Vanuatu","23.89154598"
540,2017,"66001","France, Wallis.and.Futuna.Islands, Vanuatu","23.89133228"
570,1990,"461","New.Zealand, Tonga, Tuvalu","19.79390296"
570,1995,"480","New.Zealand, Tonga, Tuvalu","22.17090069"
570,2000,"498","New.Zealand, Tonga, Tuvalu","26.22432859"
570,2005,"522","New.Zealand, Tonga, Tuvalu","31.01604278"
570,2010,"545","New.Zealand, Tonga, Tuvalu","33.43558282"
570,2015,"557","New.Zealand, Tonga, Tuvalu","34.19275629"
570,2017,"553","New.Zealand, Tonga, Tuvalu","34.17799753"
562,1990,"115464","Nigeria, Mali, Burkina.Faso","1.440983439"
562,1995,"145999","Mali, Nigeria, Burkina.Faso","1.540507229"
562,2000,"122260","Mali, Nigeria, Burkina.Faso","1.076898536"
562,2005,"124461","Mali, Nigeria, Burkina.Faso","0.913914646"
562,2010,"126464","Mali, Nigeria, Burkina.Faso","0.769921156"
562,2015,"252998","Mali, Nigeria, Burkina.Faso","1.27154066"
562,2017,"295610","Nigeria, Mali, Burkina.Faso","1.376380361"
533,1990,"14444","Netherlands, Dominican.Republic, Colombia","23.24092101"
533,1995,"22274","Colombia, Netherlands, Dominican.Republic","27.73019272"
533,2000,"30104","Colombia, Netherlands, Dominican.Republic","33.1348442"
533,2005,"32540","Colombia, Netherlands, Dominican.Republic","32.52991573"
533,2010,"34327","Colombia, Netherlands, Dominican.Republic","33.7634874"
533,2015,"36114","Colombia, Netherlands, Dominican.Republic","34.61151417"
533,2017,"36356","Colombia, Netherlands, Dominican.Republic","34.5379237"
660,1990,"2570","Saint.Kitts.and.Nevis, Dominican.Republic, Jamaica","30.837533"
660,1995,"3317","Saint.Kitts.and.Nevis, Dominican.Republic, Jamaica","33.84003265"
660,2000,"4063","Saint.Kitts.and.Nevis, Dominican.Republic, Jamaica","36.70280036"
660,2005,"4684","Saint.Kitts.and.Nevis, Dominican.Republic, Jamaica","37.0628264"
660,2010,"5103","Saint.Kitts.and.Nevis, Dominican.Republic, Jamaica","37.061515"
660,2015,"5470","Saint.Kitts.and.Nevis, Dominican.Republic, Jamaica","37.43754705"
660,2017,"5579","Saint.Kitts.and.Nevis, Dominican.Republic, Jamaica","37.42035012"
56,1990,"904528","Italy, Morocco, France","9.03936464"
56,1995,"909769","Italy, Morocco, France","8.931295499"
56,2000,"895900","Italy, France, Morocco","8.713257388"
56,2005,"882031","Italy, France, Netherlands","8.36295187"
56,2010,"1119256","Italy, France, Netherlands","10.23203863"
56,2015,"1252380","Italy, France, Netherlands","11.0948499"
56,2017,"1268411","Italy, France, Netherlands","11.0978538"
344,1990,"2218473","China, Indonesia, Philippines","38.37219982"
344,1995,"2443798","China, Indonesia, Philippines","39.80061566"
344,2000,"2669122","China, Indonesia, Philippines","40.05493082"
344,2005,"2721235","China, Indonesia, Philippines","39.85545188"
344,2010,"2779950","China, Indonesia, Philippines","39.57099713"
344,2015,"2838665","China, Indonesia, Philippines","39.17723075"
344,2017,"2883051","China, Indonesia, Philippines","39.14591719"
580,1990,"26593","Philippines, China, Palau","62.51586816"
580,1995,"32376","Philippines, China, Palau","57.52869683"
580,2000,"40122","Philippines, China, Puerto.Rico","58.06871798"
580,2005,"37542","Philippines, China, Puerto.Rico","58.89495482"
580,2010,"24168","Philippines, China, Puerto.Rico","44.40687932"
580,2015,"21648","Philippines, China, Puerto.Rico","39.49211909"
580,2017,"21777","Philippines, China, Puerto.Rico","39.49115044"
234,1990,"4285","Denmark, Iceland, Norway","9.003235702"
234,1995,"2900","Denmark, Iceland, Norway","6.298870547"
234,2000,"3593","Denmark, Iceland, Norway","7.602945533"
234,2005,"4583","Denmark, Iceland, Norway","9.491560526"
234,2010,"5096","Denmark, Iceland, Norway","10.49639547"
234,2015,"5517","Denmark, Iceland, Norway","11.2672317"
234,2017,"5735","Denmark, Iceland, Norway","11.63522013"
20,1990,"38904","Spain, France, Portugal","71.37170009"
20,1995,"40525","Spain, Portugal, France","63.46906813"
20,2000,"42146","Spain, Portugal, France","64.45328032"
20,2005,"50298","Spain, Portugal, France","63.77572369"
20,2010,"52053","Spain, Portugal, France","61.6383853"
20,2015,"42082","Spain, Portugal, France","53.94160023"
20,2017,"41039","Spain, Portugal, France","53.32163971"
292,1990,"8709","United.Kingdom, Spain, Morocco","29.86215883"
292,1995,"8381","United.Kingdom, Spain, Morocco","27.80044449"
292,2000,"8054","United.Kingdom, Spain, Morocco","25.83066068"
292,2005,"9211","United.Kingdom, Spain, Morocco","28.70811906"
292,2010,"10369","United.Kingdom, Spain, Morocco","31.24227907"
292,2015,"11065","United.Kingdom, Spain, Morocco","32.32733435"
292,2017,"11152","United.Kingdom, Spain, Morocco","32.25825114"
833,1990,"34769","United.Kingdom, Ireland, South.Africa","50.81032895"
833,1995,"36886","United.Kingdom, Ireland, South.Africa","52.64164407"
833,2000,"39002","United.Kingdom, Ireland, South.Africa","53.75582325"
833,2005,"41475","United.Kingdom, Ireland, South.Africa","54.48776899"
833,2010,"43447","United.Kingdom, Ireland, South.Africa","54.25991608"
833,2015,"45221","United.Kingdom, Ireland, South.Africa","54.37372997"
833,2017,"45872","United.Kingdom, Ireland, South.Africa","54.42357659"
442,1990,"113795","Portugal, France, Germany","29.80557425"
442,1995,"126106","Portugal, France, Italy","30.89704985"
442,2000,"139750","Portugal, France, Italy","32.04518199"
442,2005,"150618","Portugal, France, Italy","32.89737508"
442,2010,"248888","Portugal, France, Italy","49.00440844"
442,2015,"260573","Portugal, France, Italy","45.97743943"
442,2017,"264073","Portugal, France, Italy","45.26021715"
446,1990,"205047","China, Portugal, Thailand","59.61795107"
446,1995,"224929","China, Philippines, Portugal","58.31920267"
446,2000,"240791","China, Philippines, Portugal","56.26233997"
446,2005,"279308","China, Philippines, Portugal","57.88059077"
446,2010,"318506","China, Philippines, Portugal","59.31552846"
446,2015,"342703","China, Philippines, Portugal","57.02763328"
446,2017,"353654","China, Philippines, Portugal","56.80577352"
492,1990,"20359","France, Italy, Afghanistan","69.15656102"
492,1995,"21060","France, Italy, Afghanistan","68.61946499"
492,2000,"21787","France, Italy, Afghanistan","67.91035472"
492,2005,"21312","France, Italy, Afghanistan","63.06631551"
492,2010,"21132","France, Italy, Afghanistan","56.96878201"
492,2015,"21042","France, Italy, Afghanistan","54.92990837"
492,2017,"21255","France, Italy, Afghanistan","54.92957746"
275,1990,"288332","Israel, Jordan, Saudi.Arabia","13.72432449"
275,1995,"281767","Israel, Jordan, Saudi.Arabia","10.76390666"
275,2000,"275202","Israel, Jordan, Saudi.Arabia","8.538666817"
275,2005,"266617","Israel, Jordan, Saudi.Arabia","7.45537824"
275,2010,"258032","Israel, Jordan, Saudi.Arabia","6.344795909"
275,2015,"255507","Israel, Jordan, Saudi.Arabia","5.4795916"
275,2017,"253735","Israel, Jordan, Saudi.Arabia","5.156456652"
499,1990,"..","Afghanistan, Albania, Algeria",".."
499,1995,"..","Afghanistan, Albania, Algeria",".."
499,2000,"..","Afghanistan, Albania, Algeria",".."
499,2005,"..","Afghanistan, Albania, Algeria",".."
499,2010,"78507","Bosnia.and.Herzegovina, Serbia, Croatia","12.57550638"
499,2015,"82541","Bosnia.and.Herzegovina, Serbia, Croatia","13.13974701"
499,2017,"70984","Bosnia.and.Herzegovina, Serbia, Croatia","11.28593233"
175,1990,"15229","Comoros, France, Madagascar","16.06705773"
175,1995,"26316","Comoros, France, Madagascar","21.36368433"
175,2000,"45474","Comoros, France, Madagascar","30.24924999"
175,2005,"63176","Comoros, France, Madagascar","35.47260497"
175,2010,"72757","Comoros, France, Madagascar","34.85899635"
175,2015,"73992","Comoros, France, Madagascar","30.82743105"
175,2017,"74399","Comoros, France, Madagascar","29.40148985"
248,NA,NA,NA,NA
574,NA,NA,NA,NA
166,NA,NA,NA,NA
10,NA,NA,NA,NA
74,NA,NA,NA,NA
260,NA,NA,NA,NA
334,NA,NA,NA,NA
86,NA,NA,NA,NA
162,NA,NA,NA,NA
581,NA,NA,NA,NA
548,1990,"2308","Australia, France, United.Kingdom","1.573986933"
548,1995,"2461","Australia, France, New.Zealand","1.462834725"
548,2000,"2626","Australia, France, New.Zealand","1.418976241"
548,2005,"2800","Australia, France, New.Zealand","1.337345369"
548,2010,"2991","Australia, France, New.Zealand","1.265790643"
548,2015,"3187","Australia, France, New.Zealand","1.204445906"
548,2017,"3245","Australia, France, New.Zealand","1.174686147"
566,1990,"456621","Benin, Ghana, Togo","0.479291548"
566,1995,"462999","Benin, Ghana, Togo","0.428657273"
566,2000,"487882","Benin, Ghana, Mali","0.39875275"
566,2005,"969294","Benin, Ghana, Mali","0.697637571"
566,2010,"988679","Benin, Ghana, Mali","0.623464398"
566,2015,"1199115","Benin, Ghana, Mali","0.661829925"
566,2017,"1235088","Benin, Ghana, Mali","0.647028063"
528,1990,"1182263","Indonesia, Suriname, Turkey","7.899950606"
528,1995,"1346164","Indonesia, Suriname, Turkey","8.702980136"
528,2000,"1556337","Suriname, Turkey, Indonesia","9.772187795"
528,2005,"1736127","Turkey, Suriname, Morocco","10.60738217"
528,2010,"1832510","Turkey, Suriname, Morocco","10.98435004"
528,2015,"1996318","Turkey, Suriname, Morocco","11.7856842"
528,2017,"2056520","Turkey, Suriname, Morocco","12.07165699"
578,1990,"192587","Denmark, Sweden, United.Kingdom","4.534355476"
578,1995,"233302","Sweden, Denmark, United.Kingdom","5.342392194"
578,2000,"292440","Sweden, Denmark, United.Kingdom","6.499580941"
578,2005,"361144","Sweden, Denmark, Iraq","7.796105833"
578,2010,"526799","Poland, Sweden, Germany","10.78207438"
578,2015,"746375","Poland, Sweden, Lithuania","14.35381808"
578,2017,"798944","Poland, Sweden, Lithuania","15.05912014"
524,1990,"429974","India, China, Bhutan","2.293267317"
524,1995,"690225","India, Bhutan, China","3.225895553"
524,2000,"717900","India, Bhutan, China","3.02389407"
524,2005,"679457","India, Bhutan, China","2.649958637"
524,2010,"578657","India, Bhutan, China","2.141339105"
524,2015,"509855","India, Bhutan, China","1.779208482"
524,2017,"502670","India, Bhutan, China","1.715304673"
520,1990,"2815","Kiribati, China, Tuvalu","30.74822501"
520,1995,"2605","Kiribati, China, Tuvalu","26.13100612"
520,2000,"2394","Kiribati, China, Tuvalu","23.85174853"
520,2005,"2253","Kiribati, China, Tuvalu","22.276053"
520,2010,"2112","Kiribati, China, Tuvalu","21.06733167"
520,2015,"3678","Kiribati, China, Tuvalu","32.6642984"
520,2017,"3710","Kiribati, China, Tuvalu","32.66132582"
740,1990,"18031","Guyana, Brazil, China","4.425089331"
740,1995,"22270","Guyana, Brazil, China","5.018885614"
740,2000,"27506","Guyana, Brazil, China","5.822731218"
740,2005,"33664","Guyana, Brazil, China","6.747022724"
740,2010,"39713","Guyana, Brazil, China","7.548521867"
740,2015,"46836","Guyana, Brazil, China","8.466255007"
740,2017,"47699","Guyana, Brazil, China","8.466246126"
558,1990,"41421","El.Salvador, Honduras, Costa.Rica","0.999405245"
558,1995,"26619","Honduras, Costa.Rica, El.Salvador","0.577139725"
558,2000,"30389","Honduras, Costa.Rica, El.Salvador","0.604540148"
558,2005,"34918","Honduras, Costa.Rica, El.Salvador","0.649114536"
558,2010,"37333","Honduras, Costa.Rica, El.Salvador","0.650658807"
558,2015,"40262","Honduras, Costa.Rica, El.Salvador","0.661982379"
558,2017,"41159","Honduras, Costa.Rica, El.Salvador","0.661977705"
554,1990,"518047","United.Kingdom, Australia, Samoa","15.24487283"
554,1995,"588617","United.Kingdom, Australia, Samoa","16.01706805"
554,2000,"678813","United.Kingdom, Australia, Samoa","17.59039067"
554,2005,"839952","United.Kingdom, China, Australia","20.31148475"
554,2010,"947443","United.Kingdom, China, Australia","21.68031026"
554,2015,"1039736","United.Kingdom, China, India","22.5317757"
554,2017,"1067423","United.Kingdom, China, India","22.68304894"
600,1990,"195884","Brazil, Argentina, Uruguay","4.648694676"
600,1995,"186570","Brazil, Argentina, Uruguay","3.918838023"
600,2000,"176608","Brazil, Argentina, Uruguay","3.33052973"
600,2005,"168243","Brazil, Argentina, Uruguay","2.902996707"
600,2010,"160299","Brazil, Argentina, Uruguay","2.581355476"
600,2015,"156462","Brazil, Argentina, Uruguay","2.356668106"
600,2017,"160519","Brazil, Argentina, Uruguay","2.356658357"
604,1990,"65025","Argentina, Chile, Colombia","0.297915512"
604,1995,"56732","Argentina, Chile, Colombia","0.23600219"
604,2000,"66293","Argentina, Chile, Colombia","0.255810571"
604,2005,"77541","Argentina, Chile, Colombia","0.280839727"
604,2010,"84066","Argentina, Chile, Colombia","0.286195319"
604,2015,"91481","Argentina, Chile, Colombia","0.29155738"
604,2017,"93780","Argentina, Chile, Colombia","0.291554752"
586,1990,"6208204","Afghanistan, India, Iraq","5.765493973"
586,1995,"3669308","India, Afghanistan, Indonesia","2.987326754"
586,2000,"4181912","India, Afghanistan, Iraq","3.018923497"
586,2005,"3171132","India, Afghanistan, Indonesia","2.0603852"
586,2010,"3941586","India, Afghanistan, Sri.Lanka","2.310964936"
586,2015,"3628956","India, Afghanistan, Sri.Lanka","1.916224612"
586,2017,"3398154","India, Afghanistan, Sri.Lanka","1.724811577"
616,1990,"1127771","Ukraine, Belarus, Germany","2.971372104"
616,1995,"964725","Ukraine, Belarus, Germany","2.508865973"
616,2000,"825251","Ukraine, Belarus, Germany","2.140701436"
616,2005,"722509","Ukraine, Belarus, Germany","1.883364936"
616,2010,"642417","Ukraine, Germany, Belarus","1.676304729"
616,2015,"611855","Ukraine, Germany, Belarus","1.598984415"
616,2017,"640937","Ukraine, Germany, Belarus","1.679132944"
591,1990,"62744","Colombia, China, Nicaragua","2.539205644"
591,1995,"70848","Colombia, China, Nicaragua","2.58594825"
591,2000,"83410","Colombia, China, Dominican.Republic","2.752490061"
591,2005,"117563","Colombia, China, Nicaragua","3.529927503"
591,2010,"157309","Colombia, China, Nicaragua","4.317853812"
591,2015,"184710","Colombia, China, Nicaragua","4.653525138"
591,2017,"190728","Colombia, China, Nicaragua","4.653506196"
620,1990,"435782","Angola, Mozambique, France","4.378254628"
620,1995,"532822","Angola, France, Mozambique","5.249614891"
620,2000,"651472","Angola, France, Mozambique","6.291305062"
620,2005,"771184","Angola, France, Brazil","7.298923131"
620,2010,"762825","Angola, Brazil, France","7.161115404"
620,2015,"864814","Angola, Brazil, France","8.300774979"
620,2017,"880188","Angola, Brazil, France","8.521104494"
598,1990,"32720","Australia, Indonesia, New.Zealand","0.758626302"
598,1995,"33526","Australia, Indonesia, New.Zealand","0.685004278"
598,2000,"25101","Australia, Indonesia, New.Zealand","0.450466618"
598,2005,"29967","Australia, Indonesia, New.Zealand","0.474558685"
598,2010,"25424","Australia, Indonesia, New.Zealand","0.357669459"
598,2015,"30782","Indonesia, Australia, New.Zealand","0.388670204"
598,2017,"32389","Indonesia, Australia, New.Zealand","0.392538651"
624,1990,"15368","Senegal, Liberia, Guinea","1.518157032"
624,1995,"27961","Senegal, Guinea, Liberia","2.45892701"
624,2000,"20450","Senegal, Guinea, Gambia","1.644910149"
624,2005,"20736","Senegal, Guinea, Gambia","1.501696796"
624,2010,"21061","Senegal, Guinea, Gambia","1.353639098"
624,2015,"22333","Senegal, Guinea, Gambia","1.261376563"
624,2017,"23405","Senegal, Guinea, Gambia","1.257465952"
634,1990,"309753","Indonesia, United.Arab.Emirates, Philippines","65.01338035"
634,1995,"361673","Indonesia, Philippines, Bangladesh","70.43908424"
634,2000,"359697","Indonesia, Philippines, Bangladesh","60.73223732"
634,2005,"646026","India, Bangladesh, Indonesia","74.69691732"
634,2010,"1456413","India, Bangladesh, Pakistan","81.83585102"
634,2015,"1687640","India, Egypt, Bangladesh","68.00779677"
634,2017,"1721392","India, Egypt, Bangladesh","65.22373543"
638,1990,"57210","France, Madagascar, Mayotte","9.369748863"
638,1995,"77159","France, Madagascar, Mayotte","11.4557243"
638,2000,"100678","France, Madagascar, Mayotte","13.66589296"
638,2005,"115076","France, Madagascar, Mayotte","14.5371767"
638,2010,"123029","France, Madagascar, Mayotte","14.81350818"
638,2015,"127209","France, Madagascar, Mayotte","14.7341269"
638,2017,"129153","France, Madagascar, Mayotte","14.73404049"
642,1990,"135825","Republic.of.Moldova, Bulgaria, Ukraine","0.578240211"
642,1995,"135037","Republic.of.Moldova, Bulgaria, Ukraine","0.58800935"
642,2000,"126949","Republic.of.Moldova, Bulgaria, Ukraine","0.573699682"
642,2005,"145162","Republic.of.Moldova, Bulgaria, Ukraine","0.677345332"
642,2010,"166126","Republic.of.Moldova, Bulgaria, Ukraine","0.812735713"
642,2015,"281048","Republic.of.Moldova, Italy, Spain","1.413962665"
642,2017,"370753","Republic.of.Moldova, Italy, Spain","1.883973957"
498,1990,"544162","Ukraine, Kazakhstan, Belarus","12.46900861"
498,1995,"367231","Ukraine, Kazakhstan, Belarus","8.463333949"
498,2000,"247828","Ukraine, Kazakhstan, Belarus","5.899137105"
498,2005,"173957","Ukraine, Kazakhstan, Belarus","4.183972914"
498,2010,"157668","Ukraine, Kazakhstan, Belarus","3.860172198"
498,2015,"142904","Ukraine, Kazakhstan, Belarus","3.51462624"
498,2017,"140045","Ukraine, Kazakhstan, Belarus","3.456866735"
608,1990,"154071","China, Viet.Nam, Cambodia","0.248712826"
608,1995,"207345","China, Viet.Nam, Cambodia","0.296903955"
608,2000,"318095","China, United.Kingdom, Bahrain","0.407858188"
608,2005,"257468","China, United.Kingdom, Bahrain","0.298429762"
608,2010,"208599","China, Japan, India","0.222561094"
608,2015,"211862","China, Japan, India","0.208287047"
608,2017,"218530","China, Japan, India","0.208286293"
630,1990,"321909","Dominican.Republic, Cuba, Spain","9.150406129"
630,1995,"338067","Dominican.Republic, Cuba, Spain","9.162598746"
630,2000,"355038","Dominican.Republic, Cuba, Colombia","9.350543867"
630,2005,"352144","Dominican.Republic, Cuba, Colombia","9.35210319"
630,2010,"304969","Dominican.Republic, Cuba, Colombia","8.205385809"
630,2015,"280494","Dominican.Republic, Cuba, Colombia","7.635132487"
